Ticker,Returns,Volatility,company,Company,Industry,FullTimeEmployees,FiveYearAvgDividendYield,Beta,RegularMarketVolume,MarketCap,ProfitMargins,PriceToBook,NetIncomeToCommon,TotalRevenue,DebtToEquity,ReturnOnAssets,ReturnOnEquity,FreeCashFlow,OperatingCashFlow,GrossMargin,sharpe_ratio
GNRC,0.29497255242803455,0.4746600721897877,Generac Holdings Inc.,Generac Holdings Inc.,Specialty Industrial Machinery,8315,,1.384,1512580,10817131520,0.07169,4.489468,284172992,4124702976,69.265,0.059180003,0.123780005,544419776,718793024,0.3765,0.6214395726761129
GD,0.11330726137574741,0.2411181601629427,General Dynamics Corporation,General Dynamics Corporation,Aerospace & Defense,100000,2.32,0.606,750126,81569546240,0.07903,3.544968,3639000064,46045999104,48.609,0.05114,0.16952999,2150625024,3144999936,0.15641,0.46992421184359023
GIS,0.08268186050837031,0.2256399644885207,"General Mills, Inc.","General Mills, Inc.",Packaged Foods,34000,3.19,0.091,3201807,37922910208,0.12136,4.0931153,2403000064,19800600576,139.823,0.07251,0.24168,2196512512,3548699904,0.34652,0.36643269598004524
GM,0.12777726532784295,0.3961502543920557,General Motors Company,General Motors Company,Auto Manufacturers,163000,4.06,1.432,11527139,59048521728,0.06058,0.8327389,10988999680,182719004672,174.581,0.026989998,0.14167,-2336875008,19645999104,0.1201,0.32254747765827857
GPC,0.09746363555544284,0.2973065241336337,Genuine Parts Company,Genuine Parts Company,Auto Parts,60000,2.74,0.911,1065242,16211597312,0.046690002,3.4528708,1087895040,23302279168,127.177,0.056009997,0.24416,485518752,1449389056,0.3642,0.327822054492268
GILD,0.09880983853818226,0.2573759187175842,"Gilead Sciences, Inc.","Gilead Sciences, Inc.",Drug Manufacturers - General,18000,4.02,0.199,3860086,112322994176,0.03791,6.1491275,1054000000,27804999680,128.318,0.11545,0.05263,6791249920,7468000256,0.77443004,0.3839125238698234
GPN,0.0666436483696312,0.35191060392545226,Global Payments Inc.,Global Payments Inc.,Specialty Business Services,27000,0.65,0.987,2893680,27325128704,0.13612,1.1974305,1364488960,10024320000,74.476,0.03162,0.06064,3316770816,3536706048,0.62988997,0.189376641755725
GL,0.11062216739469707,0.36689754011968484,Globe Life Inc.,Globe Life Inc.,Insurance - Life,3636,0.82,0.808,383571,9375390720,0.19037001,1.7978264,1090368000,5727482880,49.505,,,,,0.32757,0.30150697483175076
GDDY,0.23666067268753455,0.3536926406892426,GoDaddy Inc.,GoDaddy Inc.,Software - Infrastructure,6159,,1.121,732686,23533746176,0.41335,65.94414,1852199936,4480900096,1107.373,0.07535,,920150016,1244899968,0.6357,0.669113929615139
GS,0.17179866318072085,0.30769932269304123,"The Goldman Sachs Group, Inc.","The Goldman Sachs Group, Inc.",Capital Markets,46400,2.31,1.35,2086200,165418024960,0.24648,1.5885065,11418000384,49386999808,556.198,0.00737,0.101969995,,,0.83236,0.558332926043214
HAL,0.06762627453217647,0.5064166350246393,Halliburton Company,Halliburton Company,Oil & Gas Equipment & Services,49000,2.05,1.9,9482507,25187110912,0.11613,2.5192053,2692000000,23179999232,86.88,0.10446999,0.28903,1883000064,3852000000,0.19223,0.13353880946048735
HIG,0.18028896205327263,0.32668827240515275,"The Hartford Financial Services Group, Inc.","The Hartford Financial Services Group, Inc.",Insurance - Property & Casualty,18700,2.28,0.924,1171004,32360531968,0.11612,1.9469782,3008000000,26083999744,25.629,0.03165,0.19740999,4215875072,5662000128,0.35006002,0.5518684852870434
HAS,0.049427432726569034,0.35464340130858,"Hasbro, Inc.","Hasbro, Inc.",Leisure,5502,3.81,0.599,1055111,9340986368,-0.14833,7.256177,-641200000,4322800128,305.016,0.047319997,-0.36224997,1244424960,978300032,0.56519,0.1393722047109557
HCA,0.2782984258835997,0.35393497353082837,"HCA Healthcare, Inc.","HCA Healthcare, Inc.",Medical Care Facilities,220000,0.84,1.677,999819,92873875456,0.085159995,,5928999936,69620998144,5711.069,0.115109995,11.954511,4146749952,10629000192,0.4058,0.7862981810113756
DOC,0.0779258061802678,0.31528401836749886,"Healthpeak Properties, Inc.","Healthpeak Properties, Inc.",REIT - Healthcare Facilities,193,5.05,1.121,5012434,15744461824,0.12109999,1.8386017,308772000,2556112896,96.594,0.01592,0.04085,374706880,1018214016,0.59743,0.24716066035873896
HSIC,0.0730420581391889,0.2840674227169623,"Henry Schein, Inc.","Henry Schein, Inc.",Medical Distribution,26000,,0.862,3488847,8741584896,0.02819,2.4396195,352000000,12487000064,56.715,0.03886,0.07253,449375008,692000000,0.31633,0.2571293020529362
HSY,0.11777822202109814,0.22289994464817459,The Hershey Company,The Hershey Company,Confectioners,18650,2.04,0.361,1120509,36434092032,0.1676,9.085452,1845965952,11014327296,143.695,0.13474,0.47917998,887561728,2168122112,0.45426998,0.52839053956249
HES,0.27957122393213285,0.4624890316683784,Hess Corporation,Hess Corporation,Oil & Gas E&P,1756,1.4,1.162,1054276,42935828480,0.21169001,3.9701989,2640000000,12471000064,81.969,0.11590999,0.2885,651124992,5632000000,0.77123,0.6044926577471694
HPE,0.13849899228812734,0.35934633443466435,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,Communication Equipment,62000,3.36,1.205,9437698,25973399552,0.06392,1.1761938,1855000064,29020000256,53.696,0.02484,0.086660005,1913250048,5153999872,0.33877,0.3854192432657441
HLT,0.21286612474817565,0.31473489880839617,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,Lodging,178000,0.8,1.311,1109510,57446756352,0.25069,,1176999936,4695000064,,0.09082,,1526125056,1896000000,0.76038,0.6763346726216211
HOLX,0.13230177622354308,0.2778986245036552,"Hologic, Inc.","Hologic, Inc.",Medical Instruments & Supplies,6990,,0.983,3337834,18303033344,0.17592,3.6934617,701500032,3987599872,49.407,0.06446,0.13846,757962496,1176899968,0.60578,0.4760792769659891
HD,0.1712203192614464,0.26852923794047623,"The Home Depot, Inc.","The Home Depot, Inc.",Home Improvement Retail,465000,2.31,1.008,2469943,397406601216,0.09713,89.88766,14771999744,152089001984,1479.819,0.1527,5.13362,12154999808,19872999424,0.33595002,0.6376226312436045
HON,0.10249354131129333,0.2504889760066261,Honeywell International Inc.,Honeywell International Inc.,Conglomerates,95000,2.01,1.027,7375738,135758561280,0.15015,7.7996116,5682999808,37850001408,177.821,0.07332,0.31865,3810625024,6770999808,0.37598,0.40917386044399057
HRL,0.027879557172578888,0.2308142682281111,Hormel Foods Corporation,Hormel Foods Corporation,Packaged Foods,20000,2.43,0.246,1781108,17054121984,0.065170005,2.1677005,780777024,11980785664,36.305,0.05164,0.10005,702241472,1177208064,0.16860001,0.12078784117897703
HST,0.08348725923470086,0.3742516870483503,"Host Hotels & Resorts, Inc.","Host Hotels & Resorts, Inc.",REIT - Hotel & Motel,163,4.49,1.34,5286975,25233143808,0.13689,1.8192126,750000000,5479000064,70.94,0.03825,0.10767999,1078499968,1439000064,0.29257,0.22307784339771053
HWM,0.28400313011188255,0.42292351869782,Howmet Aerospace Inc.,Howmet Aerospace Inc.,Aerospace & Defense,23200,,1.292,2552530,41696301056,0.13154,9.869578,931000000,7093000192,89.245,0.08327,0.23174,731124992,1223000064,0.29395,0.6715236149229231
HPQ,0.17740048148729445,0.3611512105008832,HP Inc.,HP Inc.,Computer Hardware,58000,3.19,1.081,4161708,35299266560,0.053319998,,2843000064,53320998912,,0.07047,,3252124928,4100999936,0.22134,0.4912083258457211
HUBB,0.24348212644709347,0.30209179539587605,Hubbell Incorporated,Hubbell Incorporated,Electrical Equipment & Parts,18000,1.93,0.9,365922,23595700224,0.1333,7.339321,750300032,5640000000,64.783,0.10549,0.25344,567162496,904300032,0.34021,0.805987220301771
HUM,0.06809153300202529,0.33108279251041217,Humana Inc.,Humana Inc.,Healthcare Plans,67600,0.71,0.503,1459696,31379107840,0.011820001,1.786461,1359000064,115010002944,75.908,0.040149998,0.078379996,-10629000192,-3640000000,0.14734,0.2056631590114545
HBAN,0.12165317279315245,0.3699018238806886,Huntington Bancshares Incorporated,Huntington Bancshares Incorporated,Banks - Regional,19896,4.79,1.067,11025893,22576666624,0.24709,1.2396299,1518000000,6689999872,,0.00865,0.08545,,1228999936,,0.3288796241036961
HII,0.07715384165711828,0.2872139027554329,"Huntington Ingalls Industries, Inc.","Huntington Ingalls Industries, Inc.",Aerospace & Defense,44000,2.17,0.511,624349,7561346048,0.05987,1.7990206,701000000,11708000256,67.095,0.042680003,0.17666,119000000,564000000,0.13836999,0.26862850620018897
IBM,0.13475929939914436,0.25679480064918775,International Business Machines Corporation,International Business Machines Corporation,Information Technology Services,282200,4.73,0.697,2435713,191928565760,0.10222,7.8506055,6373000192,62579998720,245.112,0.03435,0.26729,8709000192,13578000384,0.56534,0.5247742518869827
IEX,0.10660657862975767,0.2482092042349463,IDEX Corporation,IDEX Corporation,Specialty Industrial Machinery,8800,1.12,0.95,839823,17015782400,0.1535,4.466064,490400000,3194800128,55.059,0.06906,0.13592,485950016,696499968,0.44444,0.4295029225783567
IDXX,0.2083128522459947,0.3281893736130432,"IDEXX Laboratories, Inc.","IDEXX Laboratories, Inc.",Diagnostics & Research,11000,,1.333,532022,34062399488,0.22530001,21.091112,866238976,3844816896,61.696,0.22787,0.59424,792041600,916827008,0.60716,0.6347336903467484
ITW,0.1202869911467483,0.257885987008166,Illinois Tool Works Inc.,Illinois Tool Works Inc.,Specialty Industrial Machinery,45000,2.23,1.114,794710,78676779008,0.21663,23.202126,3455000064,15948999680,246.05,0.17029,1.08036,2560000000,3206000128,0.4389,0.46643477042798526
INCY,-0.00986239617317062,0.32841078945369456,Incyte Corporation,Incyte Corporation,Biotechnology,2524,,0.735,1251560,14887991296,0.00797,4.6984434,32482000,4075859968,1.151,-0.00124,0.00802,482474624,101848000,0.29327,-0.03003067039781652
IR,0.21478261130569865,0.3466560700942094,Ingersoll Rand Inc.,Ingersoll Rand Inc.,Specialty Industrial Machinery,18000,,1.425,1577257,39374270464,0.11715999,3.8381457,838600000,7157799936,47.256,0.053400002,0.08479,996287488,1451900032,0.4381,0.6195841637716829
PODD,0.27298897291729535,0.43519449545206423,Insulet Corporation,Insulet Corporation,Medical Devices,3000,,1.212,351235,16920273920,0.21109,16.94663,395300000,1872700032,143.54,0.06846,0.50931,68862496,285300000,0.68388003,0.6272803901936405
INTC,0.0004853346705437068,0.3996777707580602,Intel Corporation,Intel Corporation,Semiconductors,124100,2.85,1.023,58248859,100579155968,-0.29423,1.0095675,-15960999936,54246998016,47.906,-0.012209999,-0.15597,-11204625408,9747000320,0.34671003,0.0012143148957801256
ICE,0.16713466832213544,0.23415570708080027,"Intercontinental Exchange, Inc.","Intercontinental Exchange, Inc.",Financial Data & Stock Exchanges,12900,1.24,1.09,2173286,90633846784,0.26525998,3.3270805,2428999936,9157000192,78.899,0.01983,0.09408,2809250048,4072000000,1.0,0.7137757623155525
IFF,0.01645599675076773,0.3203444327247041,International Flavors & Fragrances Inc.,International Flavors & Fragrances Inc.,Specialty Chemicals,21500,2.84,1.234,1391468,25335808000,-0.2082,1.7774509,-2353999872,11310999552,70.576,0.01402,-0.14678,-603374976,1400000000,0.34268,0.051369697955417876
IP,0.07364247957590674,0.32141156241925084,International Paper Company,International Paper Company,Packaging & Containers,39000,4.7,1.01,7457884,19996805120,0.02253,2.3173234,420000000,18639998976,69.707,0.02327,0.04797,953000000,1772999936,0.28069,0.22912206089165865
IPG,0.15279582611651654,0.33619136979129743,"The Interpublic Group of Companies, Inc.","The Interpublic Group of Companies, Inc.",Advertising Agencies,55100,3.95,1.082,2965541,11089593344,0.086540006,2.976405,808200000,9338900480,111.806,0.05392,0.21792999,572937472,1081900032,0.22399999,0.4544906260127079
INTU,0.26513039362031454,0.3473656990375079,Intuit Inc.,Intuit Inc.,Software - Application,18800,0.61,1.241,1564050,173453099008,0.18195,9.407571,2963000064,16284999680,,0.08039,0.16597,4246874880,4883999744,0.79619,0.7632601444384014
ISRG,0.2664978351679987,0.3453021367694919,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc.",Medical Instruments & Supplies,13676,,1.393,1111544,183492739072,0.28513,11.775583,2243099904,7866899968,,0.0795,0.15973,637524992,1820700032,0.66982,0.7717815987507213
IVZ,0.03193936521314115,0.42293232181680246,Invesco Ltd.,Invesco Ltd.,Asset Management,8524,5.2,1.423,4530353,8026998784,-0.030030001,0.747124,-413600000,5887399936,5.597,0.019129999,-0.00944,-7649512448,1587399936,0.25354,0.07551885624616796
INVH,0.1153675549292815,0.27360930000397155,Invitation Homes Inc.,Invitation Homes Inc.,REIT - Residential,1555,2.38,1.002,3404157,19762669568,0.17238002,1.9929571,439591008,2554563072,90.848,0.02244,0.04369,943140608,1036540992,0.58551,0.42165070751471856
IQV,0.1631497068619562,0.3180428450476659,IQVIA Holdings Inc.,IQVIA Holdings Inc.,Diagnostics & Research,88000,,1.494,1125585,38635905024,0.09174,5.5485463,1404999936,15315000320,200.258,0.051149998,0.22001,1998375040,2577999872,0.35175,0.5129802773506964
IRM,0.283977533140924,0.3015940587382949,Iron Mountain Incorporated,Iron Mountain Incorporated,REIT - Specialty,27000,5.56,1.026,1668857,36881137664,0.039419997,,229368992,5819275776,30119.252,0.0422,0.81127,-399003360,1179687936,0.56648,0.9415886185852969
JBHT,0.11342337732732025,0.2979135354378062,"J.B. Hunt Transport Services, Inc.","J.B. Hunt Transport Services, Inc.",Integrated Freight & Logistics,34718,0.84,1.152,622405,18710013952,0.046469998,4.677236,568966976,12244555776,47.555,0.06194,0.14192,463574624,1380525952,0.18807,0.3807258275816039
JBL,0.30667866154744666,0.3813032479753622,Jabil Inc.,Jabil Inc.,Electronic Components,138000,0.55,1.249,609442,14518380544,0.048060004,8.425119,1388000000,28882999296,207.887,0.04918,0.60295,2188250112,1716000000,0.092650004,0.8042907139549533
JKHY,0.11016325365234367,0.25341045552702274,"Jack Henry & Associates, Inc.","Jack Henry & Associates, Inc.",Information Technology Services,7170,1.13,0.639,601464,13527635968,0.17233999,7.3380275,381816000,2215543040,11.377,0.10735,0.22128999,335345376,568041024,0.41347,0.43472260614991187
J,0.18443467033128683,0.2817828416669449,Jacobs Solutions Inc.,Jacobs Solutions Inc.,Engineering & Construction,60000,0.74,0.714,398684,17604700160,0.03717,2.6607451,641332992,16948610048,47.856,0.049829997,0.093260005,1148129280,1077504000,0.213,0.6545276825239793
JNJ,0.06789192827509234,0.19692628792683314,Johnson & Johnson,Johnson & Johnson,Drug Manufacturers - General,131900,2.71,0.518,4685355,381246668800,0.16744,5.433366,14766999552,87695998976,50.958,0.08403,0.20889,19922499584,25145999360,0.69391,0.3447580766886603
JCI,0.16773780556008838,0.2847180951094011,Johnson Controls International plc,Johnson Controls International plc,Building Products & Equipment,100000,2.26,1.302,4246820,50007531520,0.06019,3.1316936,1620999936,26929999872,67.818,0.0421,0.1042,2111124992,1962000000,0.32933998,0.5891364421205341
JPM,0.17864064994460463,0.29487326098371497,JPMorgan Chase & Co.,JPMorgan Chase & Co.,Banks - Diversified,316043,2.76,1.102,5555022,623569666048,0.33163,1.9234911,52069998592,162148007936,,0.013259999,0.16216,,-129538998272,,0.6058218006904005
JNPR,0.11152135263373043,0.27513095049786046,"Juniper Networks, Inc.","Juniper Networks, Inc.",Communication Equipment,11144,2.9,0.921,1735527,12962135040,0.0497,2.7902503,250200000,5034299904,39.109,0.02182,0.055760004,503975008,517400000,0.58598,0.40533917551597914
K,0.09805964443682433,0.23570151741256945,Kellanova,Kellanova,Packaged Foods,23000,3.59,0.394,2081596,27872278528,0.07852,7.6362267,1033000000,12798999552,173.603,0.06087,0.26036,478000000,1538000000,0.35924998,0.41603314867583885
KVUE,-0.047452491138716905,0.2707598056522165,Kenvue Inc.,Kenvue Inc.,Household & Personal Products,22000,,,17779764,44489400320,0.07231,4.370649,1119000064,15475000320,84.555,0.069699995,0.10548,1988749952,2351000064,0.57512003,-0.17525677795643094
KDP,0.17167597671324944,0.2502803196985957,Keurig Dr Pepper Inc.,Keurig Dr Pepper Inc.,Beverages - Non-Alcoholic,28100,2.17,0.619,10415784,44233838592,0.15038,1.7715123,2278000128,15148000256,67.319,0.04185,0.09052,852249984,1667000064,0.55691004,0.6859347827267966
KEY,0.11941903386408567,0.4423925584028489,KeyCorp,KeyCorp,Banks - Regional,16805,4.99,1.237,5583749,17108993024,0.0305,1.1920713,3000000,4851999744,,0.00077,0.0096700005,,,,0.26993906564617437
KEYS,0.24559675768192468,0.3266337403557492,"Keysight Technologies, Inc.","Keysight Technologies, Inc.",Scientific & Technical Instruments,15400,,0.975,1042968,26880075776,0.18249,5.1388474,913000000,5002999808,38.929,0.0644,0.18031,750750016,1071000000,0.63462,0.7519025971243385
KMB,0.07661922747052827,0.21717736084222114,Kimberly-Clark Corporation,Kimberly-Clark Corporation,Household & Personal Products,41000,3.39,0.402,1353796,44963782656,0.1297,34.99351,2607000064,20099999744,517.798,0.114630006,2.30998,2494374912,3632000000,0.36408,0.35279564671656527
KIM,0.15935222921611134,0.3807485634418415,Kimco Realty Corporation,Kimco Realty Corporation,REIT - Retail,660,4.77,1.492,2519741,16616096768,0.1958,1.5790148,354140992,1963219968,78.638,0.02132,0.03829,836519104,956278016,0.68711996,0.41852352055020176
KMI,0.14375465761287012,0.29376220815494186,"Kinder Morgan, Inc.","Kinder Morgan, Inc.",Oil & Gas Midstream,10891,6.32,0.921,18870199,54896721920,0.16765,1.8054947,2526000128,15150999552,101.433,0.03848,0.083500005,-493000000,6447000064,0.51152,0.4893572203033285
KKR,0.3592708432866897,0.3728775627979679,KKR & Co. Inc.,KKR & Co. Inc.,Asset Management,4490,1.12,1.616,3421140,128259702784,0.10939,5.69118,3045118976,27836008448,86.649,,,,,0.48741,0.9635088810139788
KLAC,0.3820565179516273,0.43406320777386226,KLA Corporation,KLA Corporation,Semiconductor Equipment & Materials,15000,1.23,1.271,1013277,89663340544,0.28921,25.199429,2966372096,10256832512,191.76,0.16156,0.90577006,2268658176,3420072960,0.59748,0.8801863671216075
KHC,-0.027640223605944043,0.29133370582121726,The Kraft Heinz Company,The Kraft Heinz Company,Packaged Foods,36000,4.56,0.477,7834803,40519286784,0.05243,0.83829486,1370000000,26129999872,41.451,0.03844,0.027999999,2514374912,4152000000,0.34654,-0.09487478809920476
KR,0.16750684720269837,0.2915528836235446,The Kroger Co.,The Kroger Co.,Grocery Stores,414000,2.02,0.463,2458973,41520861184,0.018609999,4.651483,2774000128,150202007552,229.201,0.059609998,0.24285999,2016749952,5888000000,0.23159,0.5745333234946993
LHX,0.1412591319032304,0.2752849079355269,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.",Aerospace & Defense,50000,1.93,0.731,593117,47597182976,0.05709,2.5037913,1207000064,21141999616,67.726,0.03553,0.06258,1618499968,2219000064,0.26393,0.5131379448390029
LH,0.11986187228380975,0.2900438982385457,Labcorp Holdings Inc.,Labcorp Holdings Inc.,Diagnostics & Research,67000,,1.038,395248,19162599424,0.03426,2.347126,435500000,12712800256,95.001,0.03964,0.05432,694400000,1388199936,0.27921,0.4132542453460949
LRCX,0.4050480197144014,0.47085711719014123,Lam Research Corporation,Lam Research Corporation,Semiconductor Equipment & Materials,17700,1.15,1.481,7878914,98303123456,0.2602,11.6516695,4056817920,15591300096,58.827,0.14961,0.49116,3978129408,5269577216,0.47695,0.8602355256548775
LW,0.12749916809365627,0.35763177680670094,"Lamb Weston Holdings, Inc.","Lamb Weston Holdings, Inc.",Packaged Foods,10700,1.3,0.748,1601211,11289483264,0.09573,6.146262,618099968,6456399872,221.158,0.08644,0.37015,-315924992,793800000,0.25113,0.3565096178871411
LVS,0.06721089166731978,0.41674594825879113,Las Vegas Sands Corp.,Las Vegas Sands Corp.,Resorts & Casinos,38400,4.75,1.127,7332615,36497809408,0.1329,10.651714,1504000000,11317000192,384.206,0.07383,0.45166,1588375040,3295000064,0.76434,0.16127545318229014
LDOS,0.19592972621028742,0.27553852958377933,"Leidos Holdings, Inc.","Leidos Holdings, Inc.",Information Technology Services,47000,1.37,0.704,1005053,25361610752,0.07366,5.4927177,1199000064,16277000192,110.135,0.08445,0.27035,1144999936,1396999936,0.16588,0.7110792327528687
LEN,0.23616420350405287,0.4034876249366136,Lennar Corporation,Lennar Corporation,Residential Construction,12284,1.07,1.608,1349290,47764905984,0.11512,1.7541708,4153762048,36462747648,14.665,0.087790005,0.15878001,4653636096,4018071040,0.23245001,0.5853071789776784
LLY,0.4059820279123756,0.29702850509825585,Eli Lilly and Company,Eli Lilly and Company,Drug Manufacturers - General,43000,1.26,0.416,2910487,765205610496,0.20482999,50.93586,8369900032,40863301632,218.081,0.13946,0.65318,-1306887552,6032200192,0.80906,1.3668116727654753
LIN,0.21057476984171863,0.25075089110327,Linde plc,Linde plc,Specialty Chemicals,65596,1.42,0.944,1727583,216599527424,0.19328,5.5293007,6383000064,33024999424,54.828,0.06832,0.1619,4216750080,9340999680,0.47755,0.8397767557882572
LYV,0.2374992896570826,0.4244771480248883,"Live Nation Entertainment, Inc.","Live Nation Entertainment, Inc.",Entertainment,14700,,1.347,1354706,27301249024,0.022,,255684992,23813904384,515.464,0.03956,0.52389,624166528,1124898944,0.24135,0.5595101897997989
LKQ,0.06252622373808137,0.36412029692621994,LKQ Corporation,LKQ Corporation,Auto Parts,49000,,1.281,1334075,9790093312,0.049039997,1.5779109,718000000,14499000320,92.384,0.05435,0.117740005,759374976,1098000000,0.39327,0.17171858933958514
LMT,0.1405395131849869,0.24771914656904442,Lockheed Martin Corporation,Lockheed Martin Corporation,Aerospace & Defense,122000,2.61,0.47,608764,129598889984,0.09363,17.92153,6674999808,71295000576,268.347,0.09992,0.81037,5304750080,8313999872,0.12222,0.567334076237081
L,0.11533458156410216,0.2889536063675447,Loews Corporation,Loews Corporation,Insurance - Property & Casualty,12280,0.46,0.816,835174,16977470464,0.09714,1.0511988,1672999936,17222000640,55.642,,0.110139996,,,0.37835,0.3991456726011521
LOW,0.2259774136570621,0.3141906072593135,"Lowe's Companies, Inc.","Lowe's Companies, Inc.",Home Improvement Retail,300000,1.68,1.093,1562371,152704204800,0.08248,,6912999936,84023001088,,0.14649999,,6081750016,9587000320,0.33209,0.7192366940191636
LULU,0.27530733402846846,0.39513591108918533,Lululemon Athletica Inc.,Lululemon Athletica Inc.,Apparel Retail,38000,,1.254,1400428,39194103808,0.16343,9.79684,1632525056,9989289984,36.186,0.22567,0.43159,1563643776,2344614912,0.58536,0.6967408587834716
LYB,0.08763593629266307,0.3692391947689617,LyondellBasell Industries N.V.,LyondellBasell Industries N.V.,Specialty Chemicals,20000,5.19,1.08,3562102,27724505088,0.052729998,2.0212615,2148000000,40733999104,92.277,0.0506,0.1586,1278499968,3408000000,0.117910005,0.23734191151483292
MTB,0.11340881948280274,0.36442508241269117,M&T Bank Corporation,M&T Bank Corporation,Banks - Regional,21986,3.33,0.745,1208613,32045979648,0.28109,1.2167449,2260999936,8498999808,,0.01135,0.08676,,,,0.3111992696330752
MRO,0.22750726426007117,0.5407753635796363,Marathon Oil Corporation,Marathon Oil Corporation,Oil & Gas E&P,1681,1.61,2.162,7630894,15438969856,0.22698,1.3767645,1496000000,6591000064,47.269,0.06323,0.13327,1451624960,3991000064,0.76331,0.42070567481864907
MPC,0.24942522950401697,0.436595835701053,Marathon Petroleum Corporation,Marathon Petroleum Corporation,Oil & Gas Refining & Marketing,18200,3.43,1.358,4008455,50055340032,0.04828,2.2552965,7176999936,148771995648,107.202,0.07514,0.28934,6738999808,10849999872,0.1192,0.5712954845377959
MKTX,0.12143974948181648,0.35367154538883566,MarketAxess Holdings Inc.,MarketAxess Holdings Inc.,Capital Markets,864,0.85,1.079,653641,10538470400,0.33713,7.934906,262120992,777510016,5.734,0.113299996,0.21017,167764752,334745984,0.62499,0.34336873029551324
MAR,0.17209158267768612,0.3620210784452884,"Marriott International, Inc.","Marriott International, Inc.",Lodging,411000,1.29,1.592,1604124,72157691904,0.42131,,2768000000,6569999872,,,,,,0.81948,0.47536343302643913
MMC,0.189547967581846,0.21941994219458083,"Marsh & McLennan Companies, Inc.","Marsh & McLennan Companies, Inc.",Insurance Brokers,85000,1.42,0.935,1506951,108948545536,0.16822,7.947697,4028000000,23945000960,106.462,0.08321,0.32048,3657374976,4128999936,0.45241,0.8638593451718054
MLM,0.19759748737943644,0.32634625181952004,"Martin Marietta Materials, Inc.","Martin Marietta Materials, Inc.",Building Materials,9400,0.71,0.907,565765,35602518016,0.3046,3.8829234,1988800000,6513200128,48.348,0.05549,0.23437001,762849984,1328400000,0.28735,0.6054841637608701
MAS,0.15175342805631187,0.3025910061703716,Masco Corporation,Masco Corporation,Building Products & Equipment,18000,1.54,1.249,891610,17643952128,0.10543,,831000000,7881999872,2238.028,0.15691,5.70874,891000000,1152999936,0.36311,0.5015133462719914
MA,0.2268880931086261,0.29682873958332173,Mastercard Incorporated,Mastercard Incorporated,Credit Services,33400,0.52,1.103,2131612,464018636800,0.45262,62.51515,12323000320,27225999360,244.839,0.22614,1.7757801,13456624640,14076000256,1.0,0.764373737620973
MTCH,0.15069608564656864,0.49678253588291843,"Match Group, Inc.","Match Group, Inc.",Internet Content & Information,2600,1.52,1.487,3402210,9526641664,0.18721001,,649897024,3471540992,,0.1282,,708951232,979993984,0.72260004,0.30334416925252916
MKC,0.11194906770233641,0.2502910291408139,"McCormick & Company, Incorporated","McCormick & Company, Incorporated",Packaged Foods,13800,1.71,0.76,979186,21152612352,0.11868,3.901896,792600000,6678499840,84.828,0.05164,0.15067,588337472,1040400000,0.38483003,0.4472755898868184
MCD,0.12496121551423214,0.221957131090487,McDonald's Corporation,McDonald's Corporation,Restaurants,100000,2.25,0.726,3027147,213280423936,0.3179,,8245799936,25938700288,,,,,,0.56616,0.5629970747066839
MCK,0.21949546877620352,0.2845543387258904,McKesson Corporation,McKesson Corporation,Medical Distribution,45000,0.73,0.433,842065,68116738048,0.009430001,,2959000064,313751011328,,0.04236,,3764624896,3985999872,0.04052,0.7713657425116341
MDT,0.07005808855520808,0.24714962199471008,Medtronic plc,Medtronic plc,Medical Devices,95000,2.65,0.854,4577231,115023560704,0.12055001,2.398759,3927000064,32576999424,57.859,0.04415,0.07948,4904750080,6897999872,0.65525,0.28346427556627046
MRK,0.15218296184311458,0.22427638924941104,"Merck & Co., Inc.","Merck & Co., Inc.",Drug Manufacturers - General,70000,2.9,0.399,5428941,257663451136,0.19229001,5.91401,12147999744,63174000640,86.574,,,,,0.76595,0.6785509716489884
META,0.260007590840674,0.4223179464040677,"Meta Platforms, Inc.","Meta Platforms, Inc.",Internet Content & Information,72404,,1.216,9671029,1445093834752,0.35549998,8.781487,55538999296,156226994176,29.811,0.17188999,0.36134,39083376640,82744000512,0.81501,0.6156678707466116
MET,0.1606549986622184,0.3231216943617259,"MetLife, Inc.","MetLife, Inc.",Insurance - Life,45000,3.36,1.031,3018622,54112620544,0.052729998,1.7551937,3560999936,71343996928,151.463,0.0058099995,0.13260001,-3865999872,15169000448,0.25566,0.4971965716494713
MTD,0.15357544457111588,0.30708834004997115,Mettler-Toledo International Inc.,Mettler-Toledo International Inc.,Diagnostics & Research,16000,,1.14,104471,29405356032,0.20952,,785747968,3750152960,,0.20094,,787811392,993294016,0.59330004,0.5001018421804136
MGM,0.15976679944030517,0.4995677606517205,MGM Resorts International,MGM Resorts International,Resorts & Casinos,58000,0.81,2.236,3598076,10787120128,0.052410003,3.3281279,903352000,17221656576,841.031,0.02535,0.2901,911929024,2406877952,0.45844,0.3198100678712301
MCHP,0.18061805821100724,0.4174323994517687,Microchip Technology Incorporated,Microchip Technology Incorporated,Semiconductors,22300,1.52,1.516,7849357,40324079616,0.20795,6.2889447,1369799936,6587100160,96.83,0.07251,0.20696,1935387520,2276600064,0.63369,0.4326881632767855
