id,title,context,question,answers
56cdcfee62d2951400fa6877,Spectre_(2015_film),"Bond disobeys M's order and travels to Rome to attend Sciarra's funeral. That evening he visits Sciarra's widow Lucia, who tells him about Spectre, a criminal organisation to which her husband belonged. Bond infiltrates a Spectre meeting, where he identifies the leader, Franz Oberhauser. When Oberhauser addresses Bond by name, he escapes and is pursued by Mr. Hinx, a Spectre assassin. Moneypenny informs Bond that the information he collected leads to Mr. White, former member of Quantum, a subsidiary of Spectre. Bond asks her to investigate Oberhauser, who was presumed dead years earlier.",What group did Sciarra belong to?,"{'text': array(['Spectre'], dtype=object), 'answer_start': array([139], dtype=int32)}"
56cfa4d8234ae51400d9be40,New_York_City,"A Spanish expedition led by captain Estêvão Gomes, a Portuguese sailing for Emperor Charles V, arrived in New York Harbor in January 1525 aboard the purpose-built caravel ""La Anunciada"" and charted the mouth of the Hudson River, which he named Rio de San Antonio. Heavy ice kept him from further exploration, and he returned to Spain in August. The first scientific map to show the North American East coast continuously, the 1527 world map known as the Padrón Real, was informed by Gomes' expedition, and labeled the Northeast as Tierra de Esteban Gómez in his honor.",What was the first map to show the whole North American East coast?,"{'text': array(['Padrón Real'], dtype=object), 'answer_start': array([454], dtype=int32)}"
56d4d8702ccc5a1400d83294,Beyoncé,"Forbes magazine began reporting on Beyoncé's earnings in 2008, calculating that the $80 million earned between June 2007 to June 2008, for her music, tour, films and clothing line made her the world's best-paid music personality at the time, above Madonna and Celine Dion. They placed her fourth on the Celebrity 100 list in 2009 and ninth on the ""Most Powerful Women in the World"" list in 2010. The following year, Forbes placed her eighth on the ""Best-Paid Celebrities Under 30"" list, having earned $35 million in the past year for her clothing line and endorsement deals. In 2012, Forbes placed Beyoncé at number 16 on the Celebrity 100 list, twelve places lower than three years ago yet still having earned $40 million in the past year for her album 4, clothing line and endorsement deals. In the same year, Beyoncé and Jay Z placed at number one on the ""World's Highest-Paid Celebrity Couples"", for collectively earning $78 million. The couple made it into the previous year's Guinness World Records as the ""highest-earning power couple"" for collectively earning $122 million in 2009. For the years 2009 to 2011, Beyoncé earned an average of $70 million per year, and earned $40 million in 2012. In 2013, Beyoncé's endorsements of Pepsi and H&M made her and Jay Z the world's first billion dollar couple in the music industry. That year, Beyoncé was published as the fourth most-powerful celebrity in the Forbes rankings. MTV estimated that by the end of 2014, Beyoncé would become the highest-paid black musician in history; she succeeded to do so in April 2014. In June 2014, Beyoncé ranked at #1 on the Forbes Celebrity 100 list, earning an estimated $115 million throughout June 2013 – June 2014. This in turn was the first time she had topped the Celebrity 100 list as well as being her highest yearly earnings to date. As of May 2015, her net worth is estimated to be $250 million.","Who began reporting Beyoncé's annual earnings, starting in 2008?","{'text': array(['Forbes'], dtype=object), 'answer_start': array([0], dtype=int32)}"
56d53bf82593cc1400307aff,2008_Sichuan_earthquake,"News reports indicate that the poorer, rural villages were hardest hit. Swaminathan Krishnan, assistant professor of civil engineering and geophysics at the California Institute of Technology said: ""the earthquake occurred in the rural part of China. Presumably, many of the buildings were just built; they were not designed, so to speak."" Swaminathan Krishnan further added: ""There are very strong building codes in China, which take care of earthquake issues and seismic design issues. But many of these buildings presumably were quite old and probably were not built with any regulations overseeing them.""",What manner of building codes are there in China?,"{'text': array(['very strong'], dtype=object), 'answer_start': array([387], dtype=int32)}"
56cedc10aab44d1400b88b1b,New_York_City,"In 1664, Peter Stuyvesant, the Director-General of the colony of New Netherland, surrendered New Amsterdam to the English without bloodshed. The English promptly renamed the fledgling city ""New York"" after the Duke of York (later King James II).",What person gave up New Amsterdam to the English?,"{'text': array(['Peter Stuyvesant'], dtype=object), 'answer_start': array([9], dtype=int32)}"
56bfafdba10cfb140055123e,Beyoncé,"In an interview published by Vogue in April 2013, Beyoncé was asked if she considers herself a feminist, to which she said, ""that word can be very extreme... But I guess I am a modern-day feminist. I do believe in equality"". She would later align herself more publicly with the movement, sampling ""We should all be feminists"", a speech delivered by Nigerian author Chimamanda Ngozi Adichie at a TEDxEuston conference in April 2013, in her song ""Flawless"", released later that year. She has also contributed to the Ban Bossy campaign, which uses television and social media to encourage leadership in girls.",When did she say the she is a feminist?,"{'text': array(['April 2013'], dtype=object), 'answer_start': array([38], dtype=int32)}"
56cd742662d2951400fa65d7,IPod,"On October 22, 2007, Apple reported quarterly revenue of US$6.22 billion, of which 30.69% came from Apple notebook sales, 19.22% from desktop sales and 26% from iPod sales. Apple's 2007 year revenue increased to US$24.01 billion with US$3.5 billion in profits. Apple ended the fiscal year 2007 with US$15.4 billion in cash and no debt.",What was the value of Apple's cash assets at the end of 2007?,"{'text': array(['$15.4 billion'], dtype=object), 'answer_start': array([301], dtype=int32)}"
56d51ea52593cc1400307a8b,2008_Sichuan_earthquake,"Immediately after the earthquake event, mobile and terrestrial telecommunications were cut to the affected and surrounding area, with all internet capabilities cut to the Sichuan area too. Elements of telecommunications were restored by the government piece by piece over the next number of months as the situation in the Sichuan province gradually improved. Eventually, a handful of major news and media websites were made accessible online in the region, albeit with dramatically pared back webpages.",Who restored communications over a period of months?,"{'text': array(['the government'], dtype=object), 'answer_start': array([237], dtype=int32)}"
56cffd07234ae51400d9c215,New_York_City,"The New York City Health and Hospitals Corporation (HHC) operates the public hospitals and clinics in New York City. A public benefit corporation with $6.7 billion in annual revenues, HHC is the largest municipal healthcare system in the United States serving 1.4 million patients, including more than 475,000 uninsured city residents. HHC was created in 1969 by the New York State Legislature as a public benefit corporation (Chapter 1016 of the Laws 1969). It is similar to a municipal agency but has a Board of Directors. HHC operates 11 acute care hospitals, five nursing homes, six diagnostic and treatment centers, and more than 70 community-based primary care sites, serving primarily the poor and working class. HHC's MetroPlus Health Plan is one of the New York area's largest providers of government-sponsored health insurance and is the plan of choice for nearly half million New Yorkers.",The largest municipal healthcare in the US is what?,"{'text': array(['New York City Health and Hospitals Corporation'], dtype=object), 'answer_start': array([4], dtype=int32)}"
5733afd3d058e614000b6046,University_of_Notre_Dame,"In 2015-2016, Notre Dame ranked 18th overall among ""national universities"" in the United States in U.S. News & World Report's Best Colleges 2016. In 2014, USA Today ranked Notre Dame 10th overall for American universities based on data from College Factual. Forbes.com's America's Best Colleges ranks Notre Dame 13th among colleges in the United States in 2015, 8th among Research Universities, and 1st in the Midwest. U.S. News & World Report also lists Notre Dame Law School as 22nd overall. BusinessWeek ranks Mendoza College of Business undergraduate school as 1st overall. It ranks the MBA program as 20th overall. The Philosophical Gourmet Report ranks Notre Dame's graduate philosophy program as 15th nationally, while ARCHITECT Magazine ranked the undergraduate architecture program as 12th nationally. Additionally, the study abroad program ranks sixth in highest participation percentage in the nation, with 57.6% of students choosing to study abroad in 17 countries. According to payscale.com, undergraduate alumni of University of Notre Dame have a mid-career median salary $110,000, making it the 24th highest among colleges and universities in the United States. The median starting salary of $55,300 ranked 58th in the same peer group.",In 2014 what entity named Notre Dame 10th best of all American universities?,"{'text': array(['USA Today'], dtype=object), 'answer_start': array([155], dtype=int32)}"
56d1174417492d1400aab904,New_York_City,"Multibillion US$ heavy-rail transit projects under construction in New York City include the Second Avenue Subway, the East Side Access project, and the 7 Subway Extension.","Along with the East Side Access project and 7 Subway Extension, what heavy-rail project is being built in New York City?","{'text': array(['the Second Avenue Subway'], dtype=object), 'answer_start': array([89], dtype=int32)}"
56cf2c09aab44d1400b88dc1,New_York_City,"The City of New York has a complex park system, with various lands operated by the National Park Service, the New York State Office of Parks, Recreation and Historic Preservation, and the New York City Department of Parks and Recreation.",What federal service operates New York City parks?,"{'text': array(['National Park Service'], dtype=object), 'answer_start': array([83], dtype=int32)}"
56d1d3fee7d4791d00902264,Frédéric_Chopin,"Fryderyk's father, Nicolas Chopin, was a Frenchman from Lorraine who had emigrated to Poland in 1787 at the age of sixteen. Nicolas tutored children of the Polish aristocracy, and in 1806 married Justyna Krzyżanowska, a poor relative of the Skarbeks, one of the families for whom he worked. Fryderyk was baptized on Easter Sunday, 23 April 1810, in the same church where his parents had married, in Brochów. His eighteen-year-old godfather, for whom he was named, was Fryderyk Skarbek, a pupil of Nicolas Chopin. Fryderyk was the couple's second child and only son; he had an elder sister, Ludwika (1807–55), and two younger sisters, Izabela (1811–81) and Emilia (1812–27). Nicolas was devoted to his adopted homeland, and insisted on the use of the Polish language in the household.",From where id Chopin's father emigrate from?,"{'text': array(['Lorraine'], dtype=object), 'answer_start': array([56], dtype=int32)}"
56cd779762d2951400fa65dc,Sino-Tibetan_relations_during_the_Ming_dynasty,"During his travels beginning in 1403, Deshin Shekpa was induced by further exhortations by the Ming court to visit Nanjing by April 10, 1407. Norbu writes that the Yongle Emperor, following the tradition of Mongol emperors and their reverence for the Sakya lamas, showed an enormous amount of deference towards Deshin Shekpa. The Yongle Emperor came out of the palace in Nanjing to greet the Karmapa and did not require him to kowtow like a tributary vassal. According to Karma Thinley, the emperor gave the Karmapa the place of honor at his left, and on a higher throne than his own. Rossabi and others describe a similar arrangement made by Kublai Khan and the Sakya Phagpa lama, writing that Kublai would ""sit on a lower platform than the Tibetan cleric"" when receiving religious instructions from him.",When did Deshin Shekpa travels start?,"{'text': array(['1403'], dtype=object), 'answer_start': array([32], dtype=int32)}"
56ce1e45aab44d1400b8847b,Sino-Tibetan_relations_during_the_Ming_dynasty,"Josef Kolmaš, a sinologist, Tibetologist, and Professor of Oriental Studies at the Academy of Sciences of the Czech Republic, writes that it was during the Qing dynasty ""that developments took place on the basis of which Tibet came to be considered an organic part of China, both practically and theoretically subject to the Chinese central government."" Yet he states that this was a radical change in regards to all previous eras of Sino-Tibetan relations.",Josef Kolmaš  states that Tibet became subject to what government? ,"{'text': array(['the Chinese central government'], dtype=object), 'answer_start': array([321], dtype=int32)}"
